No.,Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency
34,001270,BOOKOOK SECU,116601,Activities Auxiliary to Financial Service Activities,"10,369,886","66,849,430,000","5,000",KRW
35,004740,BORNEO INT FURN,033201,Manufacture of Furniture,"39,986,091","19,993,045,500",500,KRW
36,003850,BORYUNG PHARM,032102,Manufacture of Medicaments,"8,840,000","22,100,000,000","2,500",KRW
37,003000,BUKWANG PHARM,032102,Manufacture of Medicaments,"37,387,521","18,693,760,500",500,KRW
38,015350,BUSAN CTY GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","11,000,000","55,000,000,000","5,000",KRW
39,011390,BUSAN IND,032303,"Manufacture of Cement, Lime and Plaster and Its Products","1,056,000","5,280,000,000","5,000",KRW
40,001460,BYC,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","624,615","4,200,000,000","5,000",KRW
41,007210,BYUKSAN,032309,Manufacture of Other Non-metallic Mineral Products,"68,560,000","34,280,000,000",500,KRW
42,155900,Badaro19,126901,Renting of Transport Equipment,"15,200,004","76,000,020,000","5,000",KRW
43,026940,Bookook Steel,032401,Manufacture of Basic Iron and Steel,"20,000,000","10,000,000,000",500,KRW
44,013700,CAMUS E&amp;C,064101,Building Construction,"4,515,228","22,576,140,000","5,000",KRW
45,006380,CAPRO,032001,Manufacture of Basic Chemicals,"40,000,000","20,000,000,000",500,KRW
46,002420,CENTURY,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","407,592","2,037,960,000","5,000",KRW
47,033250,CHASYS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"24,000,000","12,000,000,000",500,KRW
48,001560,CHEIL GRINDING WHEE,032309,Manufacture of Other Non-metallic Mineral Products,"10,000,000","5,000,000,000",500,KRW
49,003780,CHIN YANG INDUSTRY,032202,Manufacture of Plastic Products,"13,000,000","6,500,000,000",500,KRW
50,900050,CHINA OCEAN,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","97,859,369","1,193,180,756",0,HKD
51,002780,CHINHUNG INT,064102,Heavy Construction,"152,562,189","76,857,107,500",500,KRW
52,100250,CHINYANG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","55,895,292","27,947,646,000",500,KRW
53,010640,CHINYANGPOLYURETHANE,032001,Manufacture of Basic Chemicals,"10,000,000","5,000,000,000",500,KRW
54,001550,CHOBI,032002,Manufacture of Fertilizers and Nitrogen Compounds,"4,391,637","21,958,185,000","5,000",KRW
55,002600,CHOHEUNG,031007,Manufacture of Other Food Products,"600,000","3,000,000,000","5,000",KRW
56,018470,CHOIL ALUMINUM,032402,Manufacture of Basic Precious and Non-ferrous Metals,"69,600,000","34,800,000,000",500,KRW
57,004700,CHOKWANG LEAT,031501,"Manufacture of Luggage, Footwear and Similar Products","6,649,138","34,245,690,000","5,000",KRW
58,004910,CHOKWANG PAINT,032004,Manufacture of Other Chemical Products,"12,800,000","6,400,000,000",500,KRW
59,000950,CHONBANG,031301,Spinning of Textiles and Processing of Threads and Yarns,"1,680,000","8,400,000,000","5,000",KRW
60,185750,CHONGKUNDANG,032102,Manufacture of Medicaments,"9,409,050","23,522,625,000","2,500",KRW
61,001630,CHONGKUNDANG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","5,009,861","12,524,652,500","2,500",KRW
62,000480,CHOSUN REFRCTR,032302,Manufacture of Ceramic Ware,"4,000,000","20,000,000,000","5,000",KRW
63,120030,CHOSUN WELDING,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"1,257,651","628,825,500",500,KRW
64,012600,CHUNGHO COMNET,032901,Manufacture of General Purpose Machinery,"8,376,352","41,881,760,000","5,000",KRW
65,000650,CHUNIL EXP,084902,Transit and Ground Passenger Transportation,"1,429,220","7,146,100,000","5,000",KRW
66,004920,CITECH,074605,Wholesale of Machinery Equipment and Supplies,"44,787,538","22,393,769,000",500,KRW
67,001040,CJ,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","29,176,998","157,914,810,000","5,000",KRW
68,079160,CJ CGV,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","21,161,313","10,580,656,500",500,KRW
69,097950,CJ CHEILJEDANG,031007,Manufacture of Other Food Products,"13,161,898","72,446,655,000","5,000",KRW
70,037560,CJ HelloVision,106002,Television Broadcasting,"77,446,865","193,617,162,500","2,500",KRW
71,011150,CJ SEAFOOD,031007,Manufacture of Other Food Products,"35,930,773","18,065,386,500",500,KRW
72,000120,CJ korea express,084903,Road Freight Transport,"22,812,344","114,061,720,000","5,000",KRW
73,063160,CKD Bio,032102,Manufacture of Medicaments,"5,229,489","13,073,722,500","2,500",KRW
74,031820,COMTEC,106201,"Computer programming, System Integration and Management Services","31,851,466","15,925,733,000",500,KRW
75,192820,COSMAX,032004,Manufacture of Other Chemical Products,"10,049,509","5,024,754,500",500,KRW
76,044820,COSMAX bti,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","9,603,921","4,801,960,500",500,KRW
77,005070,COSMO AM&amp;T,032004,Manufacture of Other Chemical Products,"15,077,968","75,389,840,000","5,000",KRW
78,005420,COSMO CHEM,032004,Manufacture of Other Chemical Products,"13,328,444","66,642,220,000","5,000",KRW
79,021240,COWAY,199609,Other Personnal Service Activities n.e.c.,"76,380,513","40,662,398,000",500,KRW
80,005740,CROWN CONF,031007,Manufacture of Other Food Products,"14,735,240","7,822,695,000",500,KRW
81,000590,CS HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","1,154,482","5,772,410,000","5,000",KRW
82,112610,CSWIND,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","17,285,715","8,642,857,500",500,KRW
83,192400,CUCKOO,032805,Manufacture of Domestic Appliances,"9,803,360","4,901,680,000",500,KRW
84,051630,CYCC,032202,Manufacture of Plastic Products,"12,000,000","6,000,000,000",500,KRW
85,009310,Charm Engineering,032902,Manufacture of Special-Purpose Machinery,"49,189,958","25,019,977,500",500,KRW
86,030000,Cheil Worldwide,137103,Advertising,"115,041,225","23,008,245,000",200,KRW
87,012800,DAECHANG,032402,Manufacture of Basic Precious and Non-ferrous Metals,"91,140,499","45,570,249,500",500,KRW
88,015230,DAECHANG FORGING,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"2,000,000","10,000,000,000","5,000",KRW
89,000490,DAEDONG IND,032902,Manufacture of Special-Purpose Machinery,"23,728,210","23,728,210,000","1,000",KRW
90,008060,DAEDUCK ELEC,032602,Manufacture of Electronic Components,"48,796,300","24,398,150,000",500,KRW
91,004130,DAEDUCK GDS,032602,Manufacture of Electronic Components,"20,575,613","11,367,806,500",500,KRW
92,001130,DAEHAN FLR MILL,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","1,690,000","8,450,000,000","5,000",KRW
93,084010,DAEHAN STEEL,032401,Manufacture of Basic Iron and Steel,"24,646,734","24,646,734,000","1,000",KRW
94,003830,DAEHAN SYNTH FIBR,032005,Manufacture of Man-Made Fibers,"1,328,000","6,640,000,000","5,000",KRW
95,069460,DAEHO AL,032402,Manufacture of Basic Precious and Non-ferrous Metals,"27,134,839","13,567,419,500",500,KRW
96,016090,DAEHYUN,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","45,282,310","26,906,155,000",500,KRW
97,019680,DAEKYO,168501,Primary Education,"84,702,850","52,064,920,000",500,KRW
98,015590,DAEKYUNG MACH &amp; ENG,032901,Manufacture of General Purpose Machinery,"70,739,890","35,369,945,000",500,KRW
99,005750,DAELIM B&amp;Co,032302,Manufacture of Ceramic Ware,"16,672,240","16,672,240,000","1,000",KRW
100,004440,DAELIM C&amp;S,032303,"Manufacture of Cement, Lime and Plaster and Its Products","12,731,947","12,731,947,000","1,000",KRW
101,000210,DAELIM IND,064102,Heavy Construction,"34,800,000","218,500,000,000","5,000",KRW
102,006570,DAELIM TRDG,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"15,225,000","16,425,000,000","1,000",KRW
103,001680,DAESANG,031007,Manufacture of Other Food Products,"34,411,575","36,018,248,000","1,000",KRW
104,084690,DAESANG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","36,212,538","37,126,020,000","1,000",KRW
105,016710,DAESUNG HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","16,089,459","16,089,459,000","1,000",KRW
106,117580,DAESUNGENERGY,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","27,500,000","27,500,000,000","1,000",KRW
107,005620,DAESUNGGROUP,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","1,799,077","8,995,385,000","5,000",KRW
108,128820,DAESUNGIND,074707,Retail Sale of Fuel,"24,087,955","120,439,775,000","5,000",KRW
109,024890,DAEWON CHEM,032202,Manufacture of Plastic Products,"41,249,152","20,624,576,000",500,KRW
110,003220,DAEWON PHARM,032102,Manufacture of Medicaments,"17,681,504","8,840,752,000",500,KRW
111,000430,DAEWONKANGUP,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"62,000,000","31,000,000,000",500,KRW
112,003090,DAEWOONG,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","11,628,396","29,070,990,000","2,500",KRW
113,069620,DAEWOONG PHARMA,032102,Manufacture of Medicaments,"11,586,575","28,966,437,500","2,500",KRW
114,014160,DAEYOUNG PKG,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","106,584,898","53,292,449,000",500,KRW
115,008110,DAIDONG ELECTRONICS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,490,447","5,245,223,500",500,KRW
116,003540,DAISHIN SECU,116601,Activities Auxiliary to Financial Service Activities,"50,773,400","434,867,000,000","5,000",KRW
117,009190,DAIYANG MTL,032401,Manufacture of Basic Iron and Steel,"12,317,933","6,158,966,500",500,KRW
118,023590,DAOU TECH,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","44,866,617","22,433,308,500",500,KRW
119,006340,DAWON CBL,032803,"Manufacture of Insulated Wires and Cables, Including Insulated Code Sets","68,107,171","35,364,185,500",500,KRW
120,002880,DAYOU A-TECH,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"91,784,300","45,892,150,000",500,KRW
121,000300,DAYOU PLUS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"88,120,526","44,060,263,000",500,KRW
122,024090,DCM,032401,Manufacture of Basic Iron and Steel,"11,700,000","6,000,000,000",500,KRW
123,139130,DGB Financial Group,116409,Other Financial Intermediation,"169,145,833","845,729,165,000","5,000",KRW
124,003160,DI,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","31,496,785","17,248,392,500",500,KRW
125,092200,DIC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"21,700,000","10,850,000,000",500,KRW
126,004890,DIC,032401,Manufacture of Basic Iron and Steel,"2,425,215","12,126,075,000","5,000",KRW
127,002150,DOHWA ENGINEERING,137201,"Architectural, Engineering and Related Technical Services","33,720,000","16,860,000,000",500,KRW
128,002690,DONG IL STEEL MFG,032401,Manufacture of Basic Iron and Steel,"15,000,000","7,500,000,000",500,KRW
129,170900,DONG-A ST,032102,Manufacture of Medicaments,"8,443,868","42,219,340,000","5,000",KRW
130,007340,DONGAH TIRE,032201,Manufacture of Rubber Products,"23,727,020","11,863,510,000",500,KRW
131,007590,DONGBANG AGRO,032004,Manufacture of Other Chemical Products,"13,617,577","6,808,788,500",500,KRW
132,004140,DONGBANG TRNSPT &amp; L,084903,Road Freight Transport,"32,523,970","32,523,970,000","1,000",KRW
133,012030,DONGBU,106201,"Computer programming, System Integration and Management Services","182,126,320","91,063,160,000",500,KRW
134,005830,DONGBU INS,116501,Insurance,"70,800,000","35,400,000,000",500,KRW
135,016610,DONGBU SECU,116601,Activities Auxiliary to Financial Service Activities,"42,446,389","212,231,945,000","5,000",KRW
136,016380,DONGBU STL,032401,Manufacture of Basic Iron and Steel,"25,000,122","125,802,280,000","5,000",KRW
137,083360,DONGBUKA 11th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW
138,083370,DONGBUKA 12th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW
139,083380,DONGBUKA 13th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW
140,083390,DONGBUKA 14th SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW
141,083350,DONGBUKANO.10SHIP,126901,Renting of Transport Equipment,"1,585,660","7,928,300,000","5,000",KRW
142,001530,DONGIL,031301,Spinning of Textiles and Processing of Threads and Yarns,"2,294,311","11,471,555,000","5,000",KRW
143,001620,DONGKOOK IND,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"29,042,766","14,521,383,000",500,KRW
144,001230,DONGKUK STL MILL,032401,Manufacture of Basic Iron and Steel,"95,432,737","589,228,035,000","5,000",KRW
145,023450,DONGNAMCHEMICAL,032004,Manufacture of Other Chemical Products,"1,510,074","7,865,040,000","5,000",KRW
146,026960,DONGSUH,074603,"Wholesale of Food, Beverages and Tobaccos","99,700,000","49,850,000,000",500,KRW
147,005190,DONGSUNG CHEM,032001,Manufacture of Basic Chemicals,"5,304,983","5,500,663,000","1,000",KRW
148,102260,DONGSUNG CORPORATION,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","45,444,970","45,444,970,000","1,000",KRW
149,002210,DONGSUNG PHARM,032102,Manufacture of Medicaments,"22,404,756","22,404,756,000","1,000",KRW
150,000020,DONGWHA PHARM,032102,Manufacture of Medicaments,"27,931,470","27,931,470,000","1,000",KRW
151,003580,DONGWON,020702,Mining of Other Non-Metal Ores,"1,278,717","6,393,585,000","5,000",KRW
152,049770,DONGWON F &amp; B,031007,Manufacture of Other Food Products,"3,859,124","19,295,620,000","5,000",KRW
153,030720,DONGWON FISH,010301,Fishing and Gathering of Marine Materials,"4,059,609","20,298,045,000","5,000",KRW
154,006040,DONGWON IND,010301,Fishing and Gathering of Marine Materials,"3,363,200","16,816,000,000","5,000",KRW
155,018500,DONGWON METAL,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"35,122,525","17,561,262,500",500,KRW
156,084670,DONGYANG EXPRESS,084902,Transit and Ground Passenger Transportation,"2,652,000","13,260,000,000","5,000",KRW
157,008970,DONGYANG STL PIPE,032401,Manufacture of Basic Iron and Steel,"85,584,047","42,792,023,500",500,KRW
158,000150,DOOSAN,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","20,206,888","134,838,235,000","5,000",KRW
159,026890,DPC,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","41,678,175","20,839,087,500",500,KRW
160,004840,DRB Holding,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","18,510,000","9,255,000,000",500,KRW
161,163560,DRB Industrial,032201,Manufacture of Rubber Products,"12,270,000","6,135,000,000",500,KRW
162,034020,DSH,032901,Manufacture of General Purpose Machinery,"106,457,586","532,287,930,000","5,000",KRW
163,042670,DSINFRA,032902,Manufacture of Special-Purpose Machinery,"207,455,314","1,037,276,570,000","5,000",KRW
164,155660,DSR,031309,"Manufacture of Other Made-Up Textile Articles, Except Apparel","16,000,000","8,000,000,000",500,KRW
165,069730,DSR WIRE,032401,Manufacture of Basic Iron and Steel,"14,400,000","7,200,000,000",500,KRW
166,016740,DUAL,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"17,755,500","44,388,750,000","2,500",KRW
167,024900,DUCKYANG IND,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"32,564,980","16,282,490,000",500,KRW
168,004830,DUKSUNG,032202,Manufacture of Plastic Products,"15,680,000","8,536,000,000",500,KRW
169,047040,DWEC,064101,Building Construction,"415,622,638","2,078,113,190,000","5,000",KRW
170,009320,DWECC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"47,646,375","23,823,187,500",500,KRW
171,014820,DWS,032202,Manufacture of Plastic Products,"24,079,554","121,724,560,000","5,000",KRW
172,013570,DY,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","26,319,633","13,159,816,500",500,KRW
173,210540,DY POWER,032902,Manufacture of Special-Purpose Machinery,"11,041,708","5,520,854,000",500,KRW
174,006370,Daegu Dpt Str,074701,Retail Sale in Non-Specialized Stores,"10,821,611","54,108,055,000","5,000",KRW
175,042660,Daewoo Shipbuilding,033101,Building of Ships and Boats,"65,576,960","332,884,800,000","5,000",KRW
176,020120,Daouincube,106201,"Computer programming, System Integration and Management Services","15,832,549","7,916,274,500",500,KRW
177,058730,Dong A S-tech,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","15,370,000","7,985,000,000",500,KRW
178,028100,Dong Ah E&amp;C,064201,Site Preparation and Special Trade Construction for Civil Engineering and Buildings,"11,500,000","5,750,000,000",500,KRW
179,000640,Donga Socio Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","6,137,913","30,689,565,000","5,000",KRW
180,005960,Dongbu Corporation,064102,Heavy Construction,"20,818,499","105,221,155,000","5,000",KRW
181,000990,Dongbu HiTek,032601,Manufacture of Semiconductor,"44,367,832","222,400,740,000","5,000",KRW
182,241560,Doosan Bobcat,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","100,249,166","50,124,583,000",500,KRW
183,082740,Doosan Engine,032901,Manufacture of General Purpose Machinery,"69,500,000","69,500,000,000","1,000",KRW
184,011160,Doosanenc,064101,Building Construction,"61,114,965","40,557,482,500",500,KRW
185,012510,DuzonBizon,106201,"Computer programming, System Integration and Management Services","29,672,700","14,836,350,000",500,KRW
186,084680,E-WORLD,189102,Amusement and theme Park Operation,"90,509,897","90,509,897,000","1,000",KRW
187,017940,E1,074607,Other Specialized Wholesale,"6,860,000","34,300,000,000","5,000",KRW
188,008250,EAGON IND,031602,Manufacture of Wood Products,"9,373,525","46,867,625,000","5,000",KRW
189,093230,EID,074607,Other Specialized Wholesale,"72,690,174","14,538,034,800",200,KRW
190,074610,EN3,032901,Manufacture of General Purpose Machinery,"18,039,487","9,019,743,500",500,KRW
191,011090,ENEX,033201,Manufacture of Furniture,"59,991,641","29,995,820,500",500,KRW
192,001200,EUGENEIS,116601,Activities Auxiliary to Financial Service Activities,"96,866,418","537,592,090,000","5,000",KRW
193,000700,EUSU HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","26,041,812","65,104,530,000","2,500",KRW
194,007700,F&amp;F,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","15,400,000","7,700,000,000",500,KRW
195,036580,FARMSCO,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","36,727,943","18,363,971,500",500,KRW
196,033180,FEELUX,032602,Manufacture of Electronic Components,"25,819,408","13,059,704,000",500,KRW
197,081660,FILA KOREA,074604,Wholesale of Household Goods,"11,458,014","57,849,420,000","5,000",KRW
198,133820,FINEBESTEEL,032401,Manufacture of Basic Iron and Steel,"32,100,000","16,050,000,000",500,KRW
199,010820,"FIRSTEC CO.,LTD.",032502,Manufacture of Weapons and Ammunition,"46,764,840","23,382,420,000",500,KRW
200,093370,FOOSUNG,032001,Manufacture of Basic Chemicals,"92,399,753","46,199,876,500",500,KRW
201,016800,FURSYS,033201,Manufacture of Furniture,"11,500,000","14,300,000,000","1,000",KRW
202,011420,GALAXIA SM,189101,Sports Services,"27,549,644","13,774,822,000",500,KRW
203,000500,GAON CABLE CO,032803,"Manufacture of Insulated Wires and Cables, Including Insulated Code Sets","4,160,347","20,801,735,000","5,000",KRW
204,006280,GC Corp,032102,Manufacture of Medicaments,"11,686,538","58,432,690,000","5,000",KRW
205,005250,GCH Corp,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","47,028,210","26,579,335,000",500,KRW
206,011000,GENEONE,074607,Other Specialized Wholesale,"16,150,563","16,150,563,000","1,000",KRW
207,114090,GKL,189102,Amusement and theme Park Operation,"61,855,670","30,927,835,000",500,KRW
208,013870,GMB Korea,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"19,072,280","9,536,140,000",500,KRW
209,006360,GS E&amp;C,064101,Building Construction,"71,000,000","355,000,000,000","5,000",KRW
210,001250,GS Global,074608,Wholesale of Non-Specialized Goods,"82,533,764","206,334,410,000","2,500",KRW
211,078930,GS Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","92,915,378","473,501,020,000","5,000",KRW
212,007070,GS Retail,074701,Retail Sale in Non-Specialized Stores,"77,000,000","77,000,000,000","1,000",KRW
213,001290,GoldenBridgeInv&amp;Sec,116601,Activities Auxiliary to Financial Service Activities,"63,737,067","65,040,543,000","1,000",KRW
214,037710,Gwangju Shinsegae,074701,Retail Sale in Non-Specialized Stores,"1,600,000","8,000,000,000","5,000",KRW
215,035000,G¥±R,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","16,567,409","17,571,493,000","1,000",KRW
216,003530,H.I.S.C,116601,Activities Auxiliary to Financial Service Activities,"172,442,511","886,212,555,000","5,000",KRW
217,003010,HAEIN CORP,074605,Wholesale of Machinery Equipment and Supplies,"12,712,747","6,356,373,500",500,KRW
218,195870,HAESUNG DS,032602,Manufacture of Electronic Components,"17,000,000","85,000,000,000","5,000",KRW
219,060980,HALLA HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","10,802,691","55,086,180,000","5,000",KRW
220,014130,HAN EXPRESS,084903,Road Freight Transport,"1,200,000","6,000,000,000","5,000",KRW
221,086790,HANA FINANCIAL GR,116409,Other Financial Intermediation,"296,003,062","1,480,015,310,000","5,000",KRW
222,099340,HANA NICKEL 1,116402,Investment Companies,"22,756,200","113,781,000,000",0,KRW
223,099350,HANA NICKEL 2,116402,Investment Companies,"3,284,000","16,420,000,000",0,KRW
224,009420,HANALL BIOPHARMA,032102,Manufacture of Medicaments,"52,240,638","26,120,319,000",500,KRW
225,039130,HANATOUR SERVICE,147502,Activities of Travel Agencies and Tour Operators and Tourist Assistance Activities,"11,616,185","5,808,092,500",500,KRW
226,005110,HANCHANG,074605,Wholesale of Machinery Equipment and Supplies,"34,458,589","17,229,294,500",500,KRW
227,009460,HANCHANG PAPER,031701,"Manufacture of Pulp, Paper and Paperboard","59,667,486","29,833,743,000",500,KRW
228,002390,HANDOK,032102,Manufacture of Medicaments,"12,594,080","6,297,040,000",500,KRW
229,143210,HANDS CORPORATION,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"21,646,800","10,823,400,000",500,KRW
230,020000,HANDSOME,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","24,630,000","12,315,000,000",500,KRW
231,002220,HANIL IRON &amp; STL,032401,Manufacture of Basic Iron and Steel,"2,040,000","10,200,000,000","5,000",KRW
232,003300,"HANILCEMENT CO.,LTD.",032303,"Manufacture of Cement, Lime and Plaster and Its Products","7,545,313","37,726,565,000","5,000",KRW
233,097230,HANJIN HVY IND,064102,Heavy Construction,"106,052,508","530,262,540,000","5,000",KRW
234,002320,HANJIN TRNSPT,084903,Road Freight Transport,"11,974,656","59,873,280,000","5,000",KRW
235,180640,HANJINKAL,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","59,170,458","149,268,060,000","2,500",KRW
236,123690,HANKOOK COSMETICS,074604,Wholesale of Household Goods,"16,068,000","8,034,000,000",500,KRW
237,002960,HANKOOK SHELL OIL,031902,Manufacture of Refined Petroleum Products,"1,300,000","7,000,000,000","5,000",KRW
238,025890,HANKOOK STEEL,032902,Manufacture of Special-Purpose Machinery,"11,309,259","5,654,629,500",500,KRW
239,161390,HANKOOK TIRE,032201,Manufacture of Rubber Products,"123,875,069","61,937,534,500",500,KRW
240,000240,HANKOOK TIRE WORLDWIDE,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","93,020,173","46,510,086,500",500,KRW
241,017960,HANKUK CARBON,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","43,960,757","21,980,378,500",500,KRW
242,002000,HANKUK GLAS,032301,Manufacture of Glass and Glass Products,"10,079,660","69,882,185,000","5,000",KRW
243,002300,HANKUK PAPR MFG,031701,"Manufacture of Pulp, Paper and Paperboard","5,004,949","25,024,745,000","5,000",KRW
244,042700,HANMI Semi,032902,Manufacture of Special-Purpose Machinery,"25,432,841","12,716,420,500",500,KRW
245,011500,HANNONG,032004,Manufacture of Other Chemical Products,"15,637,042","7,818,521,000",500,KRW
246,016450,HANSAE YES24 HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","40,000,000","20,000,000,000",500,KRW
247,004960,HANSHIN CONST,064101,Building Construction,"10,166,455","50,832,275,000","5,000",KRW
248,011700,HANSHIN MACH,032901,Manufacture of General Purpose Machinery,"32,446,151","16,223,075,500",500,KRW
249,004150,HANSOL HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","46,359,871","231,799,355,000","5,000",KRW
250,010420,HANSOL PNS,074607,Other Specialized Wholesale,"20,493,012","10,246,506,000",500,KRW
251,213500,HANSOLPAPER,031701,"Manufacture of Pulp, Paper and Paperboard","20,136,509","100,682,545,000","5,000",KRW
252,009240,HANSSEM,074604,Wholesale of Household Goods,"23,533,928","23,533,928,000","1,000",KRW
253,003680,HANSUNG ENT,031002,Processing and Preserving of Fishes and Edible Seaweeds,"5,477,951","27,389,755,000","5,000",KRW
254,000880,HANWHA,032004,Manufacture of Other Chemical Products,"74,958,735","489,550,145,000","5,000",KRW
255,088350,HANWHA LIFE,116501,Insurance,"868,530,000","4,342,650,000,000","5,000",KRW
256,012450,HANWHA TECHWIN,033103,"Manufacture of Aircraft, Spacecraft and its Parts","53,130,000","265,650,000,000","5,000",KRW
257,001750,HANYANG SECU,116601,Activities Auxiliary to Financial Service Activities,"12,728,534","66,267,670,000","5,000",KRW
258,089470,HEP,032004,Manufacture of Other Chemical Products,"31,900,000","17,200,000,000",500,KRW
259,003280,HEUNG-A SHIPPING,085001,Sea and Coastal Water Transport,"127,713,430","63,856,715,000",500,KRW
260,027390,HGTC,074701,Retail Sale in Non-Specialized Stores,"6,000,131","30,000,655,000","5,000",KRW
261,009540,HHI,033101,Building of Ships and Boats,"76,000,000","380,000,000,000","5,000",KRW
262,003480,HHIC HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","29,529,812","155,149,060,000","5,000",KRW
263,159650,HI GOLD KMARIN NO.8,126901,Renting of Transport Equipment,"14,905,929","74,529,645,000","5,000",KRW
264,172580,HI GOLD NO.12,126901,Renting of Transport Equipment,"13,044,500","65,222,500,000","5,000",KRW
265,071090,HISTEEL,032401,Manufacture of Basic Iron and Steel,"1,999,944","9,999,720,000","5,000",KRW
266,000080,HITE JINRO,031101,Manufacture of  Alcoholic Beverages,"70,133,611","368,818,745,000","5,000",KRW
267,000140,HITEJINRO HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","23,206,765","118,387,875,000","5,000",KRW
268,019490,HITRON,032605,Manufacture of Electronic Video and Audio Equipment,"5,530,735","13,826,837,500","2,500",KRW
269,117930,HJS,085001,Sea and Coastal Water Transport,"245,269,947","1,226,349,735,000","5,000",KRW
270,003350,HKCManufacture,032004,Manufacture of Other Chemical Products,"4,532,000","2,266,000,000",500,KRW
271,001500,HMCIB,116601,Activities Auxiliary to Financial Service Activities,"29,337,111","146,685,555,000","5,000",KRW
272,000850,HMT,032902,Manufacture of Special-Purpose Machinery,"2,200,000","11,000,000,000","5,000",KRW
273,006060,HS IND,032202,Manufacture of Plastic Products,"55,320,000","27,660,000,000",500,KRW
274,013520,HS R &amp; A,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"6,456,121","32,280,605,000","5,000",KRW
