No.,Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency
275,008770,HTL SHILLA,074708,Retail Sale in Other Specialized Stores,"39,248,121","200,000,000,000","5,000",KRW
276,005870,HUNEED,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"14,028,015","70,140,075,000","5,000",KRW
277,005010,HUSTEEL,032401,Manufacture of Basic Iron and Steel,"6,918,617","34,593,085,000","5,000",KRW
278,079980,HUVIS,032005,Manufacture of Man-Made Fibers,"34,500,000","172,500,000,000","5,000",KRW
279,010660,HWACHEON,032902,Manufacture of Special-Purpose Machinery,"2,200,000","11,000,000,000","5,000",KRW
280,241590,HWASEUNG ENTERPRISE,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","26,929,479","13,464,739,500",500,KRW
281,010690,HWASHIN,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"34,920,410","17,460,205,000",500,KRW
282,002460,HWASUNG IND,064101,Building Construction,"12,450,800","62,254,000,000","5,000",KRW
283,004800,HYOSUNG,032005,Manufacture of Man-Made Fibers,"35,117,455","175,587,275,000","5,000",KRW
284,094280,HYOSUNG ITX,147509,Other Business Support Services,"11,558,200","5,779,100,000",500,KRW
285,004560,HYUNDAI BNG STEEL,032401,Manufacture of Basic Iron and Steel,"15,078,811","75,943,315,000","5,000",KRW
286,227840,HYUNDAI C&amp;F,074603,"Wholesale of Food, Beverages and Tobaccos","9,100,836","45,504,180,000","5,000",KRW
287,006390,HYUNDAI CEMENT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","16,758,544","83,792,720,000","5,000",KRW
288,011760,HYUNDAI CORP,074608,Wholesale of Non-Specialized Goods,"13,228,966","66,144,830,000","5,000",KRW
289,069960,HYUNDAI DEPARTMENT,074701,Retail Sale in Non-Specialized Stores,"23,402,441","117,012,205,000","5,000",KRW
290,017800,HYUNDAI ELEV,032901,Manufacture of General Purpose Machinery,"24,632,513","123,162,565,000","5,000",KRW
291,000720,HYUNDAI ENG &amp; CONST,064102,Heavy Construction,"111,355,765","557,273,105,000","5,000",KRW
292,086280,HYUNDAI GLOVIS,085209,Other Services Allied to Transport Agency,"37,500,000","18,750,000,000",500,KRW
293,005440,HYUNDAI GREEN FOOD,074701,Retail Sale in Non-Specialized Stores,"97,704,482","48,852,241,000",500,KRW
294,079430,HYUNDAI LIVART,033201,Manufacture of Furniture,"17,261,650","17,261,650,000","1,000",KRW
295,011200,HYUNDAI MERC MAR,085001,Sea and Coastal Water Transport,"177,861,977","889,309,885,000","5,000",KRW
296,010620,HYUNDAI MIPO DOCK,033101,Building of Ships and Boats,"20,000,000","100,000,000,000","5,000",KRW
297,012330,HYUNDAI MOBIS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"97,343,863","490,969,315,000","5,000",KRW
298,005380,HYUNDAI MTR,033001,Manufacture of Motor Vehicles and Engines for Motor Vehicles,"220,276,479","1,488,993,125,000","5,000",KRW
299,004310,HYUNDAI PHARM,032102,Manufacture of Medicaments,"28,000,000","14,000,000,000",500,KRW
300,064350,HYUNDAI ROTEM,033102,Manufacture of Railway and Tramway Locomotives and Rolling Stock,"85,000,000","425,000,000,000","5,000",KRW
301,004020,HYUNDAI STEEL,032401,Manufacture of Basic Iron and Steel,"133,445,785","667,228,925,000","5,000",KRW
302,011210,HYUNDAI WIA,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"27,195,083","135,975,415,000","5,000",KRW
303,057050,HYUNDAIHOMESHOP,074709,Retail Sale not in Stores,"12,000,000","60,000,000,000","5,000",KRW
304,001450,HYUNDAIMAR&amp;FIREINS,116501,Insurance,"89,400,000","44,700,000,000",500,KRW
305,093240,HYUNGJI ELITE,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","17,831,138","8,915,569,000",500,KRW
306,101530,Haitai Confectionery,031007,Manufacture of Other Food Products,"29,116,822","14,558,411,000",500,KRW
307,014790,Halla,064102,Heavy Construction,"36,494,942","182,474,710,000","5,000",KRW
308,014680,Hanchem,032001,Manufacture of Basic Chemicals,"11,295,195","56,475,975,000","5,000",KRW
309,008930,Hanmi Science,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","58,290,309","29,145,154,500",500,KRW
310,053690,HanmiGlobal,137201,"Architectural, Engineering and Related Technical Services","10,855,588","5,427,794,000",500,KRW
311,128940,HanmiPharm,032102,Manufacture of Medicaments,"10,435,111","26,087,777,500","2,500",KRW
312,018880,Hanon Systems,032901,Manufacture of General Purpose Machinery,"533,800,000","53,380,000,000",100,KRW
313,105630,Hansae,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","40,000,000","20,000,000,000",500,KRW
314,007190,Hansol Artone Paper,031701,"Manufacture of Pulp, Paper and Paperboard","38,478,081","38,945,796,000","1,000",KRW
315,009180,Hansol Logistics,085209,Other Services Allied to Transport Agency,"16,477,425","8,840,941,000",500,KRW
316,004710,Hansol Technics,032602,Manufacture of Electronic Components,"22,109,878","110,549,390,000","5,000",KRW
317,000370,Hanwha General Ins,116501,Insurance,"90,738,915","453,694,575,000","5,000",KRW
318,009830,HanwhaChem,032001,Manufacture of Basic Chemicals,"164,809,359","829,665,480,000","5,000",KRW
319,000540,Heungkuk F&amp;M Ins,116501,Insurance,"64,242,645","325,821,225,000","5,000",KRW
320,153360,Hi Gold No.3,126901,Renting of Transport Equipment,"16,149,790","80,748,950,000","5,000",KRW
321,111110,Hojeon,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","8,000,000","4,657,880,000",500,KRW
322,025750,HomeDeco,031601,Sawmilling and Planing of Wood,"80,565,149","83,765,149,000","1,000",KRW
323,015540,Hot-Tech,147509,Other Business Support Services,"3,494,097","1,747,048,500",500,KRW
324,069260,Huchems,032004,Manufacture of Other Chemical Products,"40,878,588","40,878,588,000","1,000",KRW
325,032560,HwangKum S&amp;T,032402,Manufacture of Basic Precious and Non-ferrous Metals,"14,000,000","7,000,000,000",500,KRW
326,012630,Hyundai Dvp Co,064101,Building Construction,"75,384,180","376,920,900,000","5,000",KRW
327,126560,Hyundai HCN,106002,Television Broadcasting,"112,876,596","56,438,298,000",500,KRW
328,039570,I Controls,064203,Electrical and Communication Works,"8,230,000","4,115,000,000",500,KRW
329,024110,IBK,116401,Banking and Savings Institutions,"559,978,815","2,799,894,075,000","5,000",KRW
330,003560,IHQ,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","143,556,056","71,778,028,000",500,KRW
331,249420,IL DONG PHARM,032102,Manufacture of Medicaments,"17,845,253","17,845,253,000","1,000",KRW
332,000230,ILDONG HOLDINGS,032102,Manufacture of Medicaments,"7,222,812","7,222,812,000","1,000",KRW
333,008500,ILJEONG IND,031303,Manufacture of  Knitted Fabric Mills and Fabric Products,"1,200,000","6,000,000,000","5,000",KRW
334,081000,ILJIN DIAMOND,032004,Manufacture of Other Chemical Products,"11,277,975","11,277,975,000","1,000",KRW
335,020760,ILJIN DISPLAY,032601,Manufacture of Semiconductor,"28,314,440","14,157,220,000",500,KRW
336,103590,ILJIN ELECTRIC,032803,"Manufacture of Insulated Wires and Cables, Including Insulated Code Sets","37,080,390","37,080,390,000","1,000",KRW
337,015860,ILJIN HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","49,347,483","49,852,615,000","1,000",KRW
338,020150,ILJIN MATERIALS,032602,Manufacture of Electronic Components,"39,200,000","19,600,000,000",500,KRW
339,003200,ILSHIN SPNG,031301,Spinning of Textiles and Processing of Threads and Yarns,"2,400,000","12,000,000,000","5,000",KRW
340,007110,ILSHIN STONE,074606,"Wholesale of Construction Materials, Hardware and Heating and Air Conditioning Equipment","77,456,610","38,728,305,000",500,KRW
341,013360,ILSUNG CONST,064102,Heavy Construction,"5,340,364","27,012,440,000","5,000",KRW
342,003120,ILSUNG PHARM,032102,Manufacture of Medicaments,"2,660,000","13,300,000,000","5,000",KRW
343,007570,ILYANG PHARM,032102,Manufacture of Medicaments,"19,045,984","48,727,660,000","2,500",KRW
344,122900,IMARKETKOREA,074608,Wholesale of Non-Specialized Goods,"35,943,340","18,166,670,000",500,KRW
345,034590,INCHON CITY GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","4,374,754","21,873,770,000","5,000",KRW
346,023810,INFAC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"10,000,000","5,000,000,000",500,KRW
347,214320,INNOCEAN,137103,Advertising,"20,000,000","10,000,000,000",500,KRW
348,006490,INSCOB,074605,Wholesale of Machinery Equipment and Supplies,"84,826,521","42,413,260,500",500,KRW
349,129260,INTERGIS,084903,Road Freight Transport,"29,747,874","14,873,937,000",500,KRW
350,023800,INZI CONTROLS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"15,160,128","7,580,064,000",500,KRW
351,010780,IS DONGSEO,032302,Manufacture of Ceramic Ware,"30,718,521","15,359,260,500",500,KRW
352,005950,ISU CHEM,032001,Manufacture of Basic Chemicals,"15,278,000","76,390,000,000","5,000",KRW
353,007660,ISUPETASYS,032602,Manufacture of Electronic Components,"41,268,398","41,268,398,000","1,000",KRW
354,226320,ITSSKIN,074604,Wholesale of Household Goods,"17,471,300","8,735,650,000",500,KRW
355,014990,In the F,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","58,932,995","29,466,497,500",500,KRW
356,033240,JAHWA ELEC,032602,Manufacture of Electronic Components,"17,900,000","8,950,000,000",500,KRW
357,025620,JAYJUN,031501,"Manufacture of Luggage, Footwear and Similar Products","57,606,071","5,760,607,100",100,KRW
358,175330,JB FINANCIAL GROUP,116409,Other Financial Intermediation,"155,439,423","777,197,115,000","5,000",KRW
359,002620,JEIL PHARM,032102,Manufacture of Medicaments,"14,850,000","7,425,000,000",500,KRW
360,089590,JEJUAIR,085101,Scheduled Air Transport,"26,294,258","131,471,290,000","5,000",KRW
361,010580,JICO,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"45,004,179","22,502,089,500",500,KRW
362,088790,JINDO,074607,Other Specialized Wholesale,"12,447,744","6,223,872,000",500,KRW
363,044380,JOOYONTECH,032603,Manufacture of Computers and Peripheral Equipment,"58,078,511","5,807,851,100",100,KRW
364,194370,JS CORP,031501,"Manufacture of Luggage, Footwear and Similar Products","13,157,051","1,315,705,100",100,KRW
365,096760,JW HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","61,308,431","30,654,215,500",500,KRW
366,234080,JW LIFESCIENCE,032102,Manufacture of Medicaments,"7,917,277","39,586,385,000","5,000",KRW
367,001060,JW PHARMA,032102,Manufacture of Medicaments,"19,117,112","48,406,142,500","2,500",KRW
368,006220,Jeju BK,116401,Banking and Savings Institutions,"22,128,774","110,643,870,000","5,000",KRW
369,029460,K.C.TECH,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","33,393,384","16,696,692,000",500,KRW
370,123890,KAIT,116409,Other Financial Intermediation,"85,000,000","42,500,000,000",500,KRW
371,003490,KAL,085101,Scheduled Air Transport,"72,839,744","369,752,690,000","5,000",KRW
372,000860,KANGNAM JEVISCO,032004,Manufacture of Other Chemical Products,"6,500,000","6,500,000,000","1,000",KRW
373,021960,KB CAPITAL,116409,Other Financial Intermediation,"21,492,128","107,460,640,000","5,000",KRW
374,002550,KB Insurance,116501,Insurance,"66,500,000","33,250,000,000",500,KRW
375,105560,KBFinancialGroup,116409,Other Financial Intermediation,"418,111,537","2,090,557,685,000","5,000",KRW
376,119650,KC COTTRELL,032901,Manufacture of General Purpose Machinery,"13,000,000","6,500,000,000",500,KRW
377,009440,KC Green Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","22,434,980","11,217,490,000",500,KRW
378,002380,KCC,032004,Manufacture of Other Chemical Products,"10,556,513","56,434,870,000","5,000",KRW
379,009070,KCTC,084903,Road Freight Transport,"30,000,000","15,000,000,000",500,KRW
380,071320,KDHC,043503,"Steam, Chilled or Hot Water and Air Conditioning Supply","11,578,744","57,893,720,000","5,000",KRW
381,092220,KEC,032601,Manufacture of Semiconductor,"89,047,384","44,523,692,000",500,KRW
382,023350,KECC,137201,"Architectural, Engineering and Related Technical Services","10,950,000","5,475,000,000",500,KRW
383,006200,KECHOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","46,803,136","23,401,568,000",500,KRW
384,015760,KEPCO,043501,"Production, Collection and Distribution of Electricity","641,964,077","3,209,820,385,000","5,000",KRW
385,052690,KEPCO E&amp;C,137201,"Architectural, Engineering and Related Technical Services","38,220,000","7,644,000,000",200,KRW
386,051600,KEPCO KPS,064203,Electrical and Communication Works,"45,000,000","9,000,000,000",200,KRW
387,130660,KEPID,137201,"Architectural, Engineering and Related Technical Services","32,600,000","16,300,000,000",500,KRW
388,012200,KEYANG ELEC MACH,032901,Manufacture of General Purpose Machinery,"32,600,000","17,000,000,000",500,KRW
389,001390,KGC,032001,Manufacture of Basic Chemicals,"11,576,968","60,193,085,000","5,000",KRW
390,109070,KGP,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","65,814,325","32,907,162,500",500,KRW
391,000270,KIA MTR,033001,Manufacture of Motor Vehicles and Engines for Motor Vehicles,"405,363,347","2,139,316,735,000","5,000",KRW
392,071050,KIH,116409,Other Financial Intermediation,"55,725,992","307,921,215,000","5,000",KRW
393,152550,KIM ANKOR OIL,116402,Investment Companies,"70,020,000","350,100,000,000",0,KRW
394,168490,KIM PARALLEL OIL,116402,Investment Companies,"80,020,000","400,100,000,000",0,KRW
395,002240,KIS WIRE,032401,Manufacture of Basic Iron and Steel,"18,000,000","18,000,000,000","1,000",KRW
396,104700,KISCO,032401,Manufacture of Basic Iron and Steel,"9,210,000","46,050,000,000","5,000",KRW
397,001940,KISCO Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","3,695,276","18,476,380,000","5,000",KRW
398,092440,KISHIN,032902,Manufacture of Special-Purpose Machinery,"29,200,000","14,600,000,000",500,KRW
399,039490,KIWOOM,116601,Activities Auxiliary to Financial Service Activities,"22,099,740","110,498,700,000","5,000",KRW
400,071950,KOAS,033201,Manufacture of Furniture,"30,907,210","15,453,605,000",500,KRW
401,002020,KOLON CORP,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","12,061,185","65,687,875,000","5,000",KRW
402,120110,KOLON IND,032005,Manufacture of Man-Made Fibers,"25,151,578","139,597,190,000","5,000",KRW
403,138490,KOLON PLASTICS,032003,Manufacture of Synthetic Rubber and of Plastics in Primary Forms,"38,000,000","38,000,000,000","1,000",KRW
404,005430,KOR APO SVC,085209,Other Services Allied to Transport Agency,"3,166,355","15,831,775,000","5,000",KRW
405,000970,KOR CASTIRON PIPE,032401,Manufacture of Basic Iron and Steel,"22,800,500","12,000,000,000",500,KRW
406,007810,KOR CIRC,032602,Manufacture of Electronic Components,"23,620,751","13,684,570,000",500,KRW
407,004200,KOR DEV,064102,Heavy Construction,"21,550,000","107,750,000,000","5,000",KRW
408,025540,KOR ELEC TERM,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","10,415,000","5,207,500,000",500,KRW
409,002200,KOR EXPT PKG IND,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","4,000,000","20,000,000,000","5,000",KRW
410,010100,KOR FLANGE,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"6,090,084","30,450,420,000","5,000",KRW
411,002140,KOR IND,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","24,939,425","24,939,425,000","1,000",KRW
412,005880,KOR LINE,085001,Sea and Coastal Water Transport,"24,426,504","122,132,520,000","5,000",KRW
413,004090,KOR PETRO,032309,Manufacture of Other Non-metallic Mineral Products,"655,200","3,276,000,000","5,000",KRW
414,010130,KOR ZINC,032402,Manufacture of Basic Precious and Non-ferrous Metals,"18,870,000","94,350,000,000","5,000",KRW
415,047810,KOREA AEROSPACE,033103,"Manufacture of Aircraft, Spacecraft and its Parts","97,475,107","487,375,535,000","5,000",KRW
416,152330,KOREA AUTOGLASS,032301,Manufacture of Glass and Glass Products,"20,000,000","100,000,000,000","5,000",KRW
417,161890,KOREA KOLMAR,032004,Manufacture of Other Chemical Products,"21,100,151","10,550,075,500",500,KRW
418,024720,KOREA KOLMAR HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","16,748,936","8,374,468,000",500,KRW
419,007280,KOREA STEEL SHAPES,032401,Manufacture of Basic Iron and Steel,"18,020,878","9,010,439,000",500,KRW
420,034830,KOREIT,116409,Other Financial Intermediation,"252,489,230","252,489,230,000","1,000",KRW
421,009810,KP,074607,Other Specialized Wholesale,"66,257,536","33,128,768,000",500,KRW
422,006650,KPIC,032001,Manufacture of Basic Chemicals,"6,500,000","41,000,000,000","5,000",KRW
423,025000,KPX CHEMICAL,032001,Manufacture of Basic Chemicals,"4,840,000","24,200,000,000","5,000",KRW
424,083420,KPX GREEN CHEMICAL,032004,Manufacture of Other Chemical Products,"20,000,000","10,000,000,000",500,KRW
425,092230,KPX HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","4,224,646","21,123,230,000","5,000",KRW
426,000040,KR MOTORS,033109,Manufacture of Other Transport Equipment,"176,129,474","88,064,737,000",500,KRW
427,010040,KRC,032302,Manufacture of Ceramic Ware,"22,863,632","11,431,816,000",500,KRW
428,044450,KSS LINE,085001,Sea and Coastal Water Transport,"23,185,880","11,592,940,000",500,KRW
429,030200,KT,106102,Telecommunications,"261,111,808","1,564,498,835,000","5,000",KRW
430,053210,KT Skylife,106002,Television Broadcasting,"47,821,966","119,554,915,000","2,500",KRW
431,033780,KT&amp;G,031201,Manufacture of Tobacco Products,"137,292,497","954,959,485,000","5,000",KRW
432,030210,KTBSEC,116601,Activities Auxiliary to Financial Service Activities,"60,314,092","301,570,460,000","5,000",KRW
433,145270,KTOPREITs,126801,Real Estate Activities with Own or Leased Property,"41,333,150","41,333,150,000","1,000",KRW
434,058850,KTcs,106309,Other Information Service Activities,"42,685,000","23,842,500,000",500,KRW
435,001140,KUKBO TRNSPT,084903,Road Freight Transport,"1,027,304","5,136,520,000","5,000",KRW
436,007690,KUKDO CHEM,032001,Manufacture of Basic Chemicals,"5,810,616","29,053,080,000","5,000",KRW
437,005320,KUKDONG,074604,Wholesale of Household Goods,"5,914,052","2,957,026,000",500,KRW
438,014530,KUKDONG OIL &amp; CHEM,031902,Manufacture of Refined Petroleum Products,"34,869,420","17,434,710,000",500,KRW
439,008870,KUMBI,032301,Manufacture of Glass and Glass Products,"1,000,000","5,000,000,000","5,000",KRW
440,001210,KUMHO ELEC,032804,Manufacture of Electric Lamps and Bulbs,"6,916,051","34,580,255,000","5,000",KRW
441,214330,KUMHO HT,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"9,765,000","4,882,500,000",500,KRW
442,002990,KUMHO IND,064101,Building Construction,"35,090,993","176,916,295,000","5,000",KRW
443,011780,KUMHO PETRO CHEM,032001,Manufacture of Basic Chemicals,"30,467,691","167,455,885,000","5,000",KRW
444,073240,KUMHO TIRE,032201,Manufacture of Rubber Products,"157,993,158","789,965,790,000","5,000",KRW
445,014280,KUMKANG KIND,032401,Manufacture of Basic Iron and Steel,"4,855,964","24,869,695,000","5,000",KRW
446,033270,KUP,032102,Manufacture of Medicaments,"16,207,322","8,103,661,000",500,KRW
447,140910,KWANG HEE REIT,126801,Real Estate Activities with Own or Leased Property,"3,628,735","18,143,675,000","5,000",KRW
448,017040,KWANG MYUNG ELEC,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","43,337,615","21,668,807,500",500,KRW
449,009290,KWANGDONG PHARM,032102,Manufacture of Medicaments,"52,420,851","52,420,851,000","1,000",KRW
450,001570,KY,032001,Manufacture of Basic Chemicals,"39,353,308","19,676,654,000",500,KRW
451,013580,KYE-RYONG CONST,064102,Heavy Construction,"8,930,907","44,654,535,000","5,000",KRW
452,030610,KYOBO SECURITIES,116601,Activities Auxiliary to Financial Service Activities,"36,000,000","180,000,000,000","5,000",KRW
453,214390,KYONGBO,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","23,906,860","11,953,430,000",500,KRW
454,009450,KYUNG DONG NAVIEN,032805,Manufacture of Domestic Appliances,"12,739,510","12,739,510,000","1,000",KRW
455,012610,KYUNG-IN SYNTH,032001,Manufacture of Basic Chemicals,"40,396,365","20,198,182,500",500,KRW
456,000050,KYUNGBANG,031301,Spinning of Textiles and Processing of Threads and Yarns,"27,415,270","13,707,635,000",500,KRW
457,012320,KYUNGDONG GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","3,484,800","17,424,000,000","5,000",KRW
458,009140,KYUNGIN ELEC,032602,Manufacture of Electronic Components,"1,570,797","7,853,985,000","5,000",KRW
459,002100,KYUNGNONG,032004,Manufacture of Other Chemical Products,"21,691,750","10,845,875,000",500,KRW
460,035250,"Kangwon Land, Inc.",189102,Amusement and theme Park Operation,"213,940,500","106,970,250,000",500,KRW
461,012170,Kiwi Media Group,074607,Other Specialized Wholesale,"137,229,808","68,614,904,000",500,KRW
462,004540,KleanNara,031701,"Manufacture of Pulp, Paper and Paperboard","37,234,016","188,000,880,000","5,000",KRW
463,036460,Kogas,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","92,313,000","461,565,000,000","5,000",KRW
464,900140,Kolao Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","47,869,508","11,967,377",0.25,USD
465,003070,KolonGlobal,064102,Heavy Construction,"16,570,088","84,414,455,000","5,000",KRW
466,144620,KolonMaterial,032005,Manufacture of Man-Made Fibers,"9,000,000","45,000,000,000","5,000",KRW
467,090970,KoreaPacific01,126901,Renting of Transport Equipment,"2,191,080","10,955,400,000","5,000",KRW
468,090980,KoreaPacific02,126901,Renting of Transport Equipment,"2,191,080","10,955,400,000","5,000",KRW
469,090990,KoreaPacific03,126901,Renting of Transport Equipment,"2,191,080","10,955,400,000","5,000",KRW
470,091000,KoreaPacific04,126901,Renting of Transport Equipment,"2,191,080","10,955,400,000","5,000",KRW
471,003690,Korean Re,116502,Reinsurance,"120,369,116","60,184,558,000",500,KRW
472,002720,Kukje Pharma,032102,Manufacture of Medicaments,"16,607,318","16,607,318,000","1,000",KRW
473,192530,Kwangju Bank,116401,Banking and Savings Institutions,"51,316,057","256,580,285,000","5,000",KRW
474,115390,L&amp;L,032202,Manufacture of Plastic Products,"55,000,000","27,500,000,000",500,KRW
475,025820,LEEKU IND,032402,Manufacture of Basic Precious and Non-ferrous Metals,"33,442,000","16,721,000,000",500,KRW
476,093050,LF,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","29,240,000","146,200,000,000","5,000",KRW
477,051910,LG CHEM,032001,Manufacture of Basic Chemicals,"70,592,343","391,405,715,000","5,000",KRW
478,003550,LG Corp.,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","172,557,131","879,359,040,000","5,000",KRW
479,034220,LG Display,032602,Manufacture of Electronic Components,"357,815,700","1,789,078,500,000","5,000",KRW
480,066570,LG ELECTRONICS INC.,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"163,647,814","904,169,030,000","5,000",KRW
481,051900,LG H&amp;H,032004,Manufacture of Other Chemical Products,"15,618,197","88,589,470,000","5,000",KRW
482,108670,LG HAUSYS,032202,Manufacture of Plastic Products,"8,967,670","50,000,000,000","5,000",KRW
483,011070,LG INNOTEK,032602,Manufacture of Electronic Components,"23,667,107","118,335,535,000","5,000",KRW
484,001120,LG INT,074601,Wholesale on a Fee or Contract Basis,"38,760,000","193,800,000,000","5,000",KRW
485,032640,LG Uplus,106102,Telecommunications,"436,611,361","2,573,969,175,000","5,000",KRW
486,079550,LIG Nex1,032502,Manufacture of Weapons and Ammunition,"22,000,000","110,000,000,000","5,000",KRW
487,011170,LOTTE CHEMICAL Corp,032001,Manufacture of Basic Chemicals,"34,275,419","171,377,095,000","5,000",KRW
488,005300,LOTTE CHILSUNG,031102,"Manufacture of Ice and Non-alcoholic Beverages, Production of Mineral Waters","1,237,203","6,786,015,000","5,000",KRW
489,004990,LOTTE CONF,031007,Manufacture of Other Food Products,"14,214,000","7,107,000,000",500,KRW
490,002270,LOTTE FOOD,031005,Manufacture of Dairy Products and edible Ice Cakes,"1,369,436","6,847,180,000","5,000",KRW
491,004000,LOTTE Fine Chem,032001,Manufacture of Basic Chemicals,"25,800,000","129,000,000,000","5,000",KRW
492,071840,LOTTE Himart,074703,Retail Sale of Information and Communications Equipment,"23,607,712","118,038,560,000","5,000",KRW
493,023530,LOTTE SHOPPING,074701,Retail Sale in Non-Specialized Stores,"31,490,892","157,454,460,000","5,000",KRW
494,032350,LOTTE TOUR,147502,Activities of Travel Agencies and Tour Operators and Tourist Assistance Activities,"45,395,023","22,697,511,500",500,KRW
495,006260,LS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","32,200,000","161,000,000,000","5,000",KRW
496,229640,LS C&amp;S ASIA,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","30,624,879","15,312,439,500",500,KRW
497,000680,LS Networks,074608,Wholesale of Non-Specialized Goods,"78,803,016","394,015,080,000","5,000",KRW
498,010120,LSINDUSTRIALSYSTEMS,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","30,000,000","150,000,000,000","5,000",KRW
499,000400,Lotte Insurance,116501,Insurance,"134,280,000","134,280,000,000","1,000",KRW
500,204320,MANDO,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"9,391,424","46,957,120,000","5,000",KRW
501,001080,MANHO ROPE &amp; WIRE,032401,Manufacture of Basic Iron and Steel,"4,150,000","4,150,000,000","1,000",KRW
502,027740,MANIKER,031001,"Slaughtering of Livestock, Processing, Preserving of Meat and Meat Products","116,725,477","58,362,738,500",500,KRW
503,094800,MAPSREALTY1,116402,Investment Companies,"92,834,331","464,171,655,000",0,KRW
504,138040,MERITZ FINANCIAL,116409,Other Financial Intermediation,"142,885,818","71,442,909,000",500,KRW
505,008560,MERITZ SECU,116601,Activities Auxiliary to Financial Service Activities,"496,638,534","496,638,534,000","1,000",KRW
506,023150,MHETHANOL,031101,Manufacture of  Alcoholic Beverages,"7,378,526","4,596,763,000",500,KRW
507,003650,MICHANG OIL,031902,Manufacture of Refined Petroleum Products,"1,739,672","8,698,360,000","5,000",KRW
508,025560,MIRAE,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","630,818,400","63,081,840,000",100,KRW
509,006800,MIRAE ASSET DAEWOO,116601,Activities Auxiliary to Financial Service Activities,"666,316,408","3,401,960,790,000","5,000",KRW
510,085620,MIRAE ASSET LIFE,116501,Insurance,"145,180,000","725,900,000,000","5,000",KRW
511,134380,MIWON CHEMICALS,032004,Manufacture of Other Chemical Products,"2,217,952","2,384,812,000","1,000",KRW
512,002840,MIWON COMCL,032004,Manufacture of Other Chemical Products,"881,006","7,949,030,000","5,000",KRW
513,088980,MKIF,116402,Investment Companies,"331,459,341","1,670,985,754,511",0,KRW
514,069640,MKTREND,074704,"Retail Sale of Textiles, Clothing, Footwear and Leather Goods","12,909,322","6,454,661,000",500,KRW
515,204210,MODETOURREIT,126801,Real Estate Activities with Own or Leased Property,"7,826,815","39,134,075,000","5,000",KRW
516,012690,MONALISA,031709,Manufacture of Other Paper and Paperboard Products,"36,571,255","18,885,627,500",500,KRW
517,005360,MONAMI,074604,Wholesale of Household Goods,"18,897,307","18,897,307,000","1,000",KRW
518,008420,MOONBAE STL,032401,Manufacture of Basic Iron and Steel,"20,503,505","10,251,752,500",500,KRW
